# File: A281.sector.csv
# Title: Conventional compute production sector
# Units: CSU output; EJ input; 1975 billion$/CSU
# Column types: ccccncc
# ----------
supplysector,output.unit,input.unit,price.unit,logit.exponent,final.energy,logit.type
conventional compute,CSU,EJ,1975 billion$/CSU,-3,,
